11.4,12.64827586,14.93103448,3.6,2.682758621,4.606896552,17.36551724,18.13793103
14.46210269,11.9804401,10.76283619,3.303178484,3.246943765,4.30806846,15.15892421,15.68459658
11.12442396,9.529953917,17.0875576,3.907834101,3.262672811,3.695852535,13.80645161,12.96774194
0.762441315,0.827699531,0.891079812,1.523004695,0.521126761,0.468544601,0.660093897,1.169483568
2.556603774,1.320754717,1.20754717,1.08490566,0.58490566,0.716981132,2.783018868,5.622641509
2.186915888,1.560747664,2.046728972,1.364485981,0.710280374,0.682242991,3.373831776,6.485981308
12.62162162,14.07432432,7.804054054,3.905405405,2.114864865,2.101351351,4.141891892,8.121621622
12.13768116,13.47826087,6.442028986,3.463768116,2.166666667,1.449275362,3.086956522,9.231884058
13.97484277,17.32704403,9.666666667,4.918238994,2.176100629,1.666666667,2.132075472,8.452830189
15.13043478,19.40869565,10.92173913,5.269565217,4.234782609,4.008695652,7.391304348,14.89565217
7.423076923,6.596153846,8.317307692,2.211538462,2.269230769,2.846153846,4.384615385,8.480769231
8.68,10.45,10.35,4.18,2.64,2.74,4.68,9.1
5.074766355,7.771028037,2.621495327,1.490654206,1.168224299,1.504672897,1.728971963,1.719626168
3.938356164,9.773972603,2.681506849,1.229452055,0.917808219,1.407534247,2.493150685,2.544520548
5.794223827,10.29241877,3.086642599,1.703971119,1.299638989,2.025270758,2.317689531,2.523465704
2.813636364,12.05454545,4.354545455,2.240909091,1.381818182,1.263636364,1.418181818,2.868181818
2.181818182,8.190909091,2.863636364,1.454545455,1.209090909,1.318181818,1.190909091,1.472727273
9.788546256,10.69603524,4.083700441,3.365638767,1.740088106,1.863436123,3.436123348,4.044052863
2.232323232,3.737373737,1.404040404,0.98989899,1.434343434,1.515151515,3.080808081,1.707070707
2.355844156,3.615584416,1.94025974,1.194805195,1.444155844,1.303896104,1.561038961,1.371428571
6.0625,4.177083333,4.614583333,2.0625,2.28125,3.114583333,5.34375,5.53125
