Starting time:1454186812354281
Ending time:1454186840307278
1454186812354281,-1,1,-2,-2,-3,-1,-1,-3
1454186812354281,0,-2,-3,-1,-4,-2,-1,-2
1454186812355279,-2,-1,-1,-3,-5,-6,-5,-4
1454186812355279,-2,-1,-1,-3,-6,-4,-4,-4
1454186812367305,-1,-1,-2,0,2,6,3,2
1454186812367305,-1,1,-1,3,1,0,1,2
1454186812376292,0,1,-2,0,-1,0,0,2
1454186812376292,0,-1,-2,-1,0,-3,0,-1
1454186812391316,-1,0,-2,1,2,-1,-1,-2
1454186812391316,-3,-2,-2,-3,-3,-3,-3,-3
1454186812393321,-1,-3,0,-3,0,-2,-1,-2
1454186812393321,0,0,0,0,-1,-1,0,0
1454186812413331,0,-2,-1,-2,-1,-1,-2,-1
1454186812413331,0,-1,1,0,-2,-3,-1,0
1454186812415319,0,0,-3,0,2,-1,-1,-2
1454186812415319,-1,-2,-5,-1,-2,-4,-3,-1
1454186812427341,-2,-1,1,-1,1,-5,-3,-4
1454186812427341,-3,-2,-1,-3,-6,1,-1,-2
1454186812436334,-1,0,3,2,7,10,5,1
1454186812436334,-2,-1,0,-3,-1,0,1,-1
1454186812451358,-1,-1,0,-2,-7,-3,-2,-2
1454186812451358,-1,0,-2,0,1,-4,-2,0
1454186812453359,0,-1,-3,-2,2,1,0,-1
1454186812453359,0,0,-1,0,-2,0,1,-1
1454186812473377,0,-1,-3,-2,-1,-2,-2,-1
1454186812473377,0,-3,-1,-2,-4,-2,-4,-2
1454186812475379,-2,-1,1,1,3,2,1,3
1454186812475379,-1,-1,-1,-2,-1,-3,-3,-2
1454186812487387,-3,-2,-1,-1,-3,0,1,1
1454186812487387,-3,-1,-1,-2,-1,-1,-2,-1
1454186812496394,-1,0,-3,-2,-4,-3,-1,-2
1454186812496394,-2,1,-1,-1,-1,0,0,-1
1454186812511397,-1,-1,0,0,-2,-1,0,-1
1454186812511397,0,0,0,0,5,4,0,0
1454186812512400,-2,-2,-2,0,-5,-4,-3,1
1454186812512400,-2,-2,-1,-2,-1,-1,-2,0
1454186812533415,-1,0,0,-1,2,1,3,0
1454186812533415,-1,-2,-1,-1,-1,-5,-3,-4
1454186812535417,-2,2,0,-2,1,0,2,-2
1454186812535417,1,-2,-2,-1,1,3,1,0
1454186812556431,0,-1,0,-1,-5,-3,-4,0
1454186812556431,0,-1,-2,-2,-1,-3,-1,-1
1454186812557432,0,-1,-1,2,3,0,2,-2
1454186812557432,-4,-2,-2,-2,-2,-6,-3,-2
1454186812571429,-2,0,-1,-1,2,1,2,1
1454186812571429,0,0,1,-2,0,5,2,2
1454186812572447,-2,-2,-3,-4,-8,-5,-6,-3
1454186812572447,-1,-2,-2,0,3,2,1,-1
1454186812593463,0,-2,-1,-1,-2,-3,-1,-2
1454186812593463,-1,-2,-3,0,-1,-2,-2,-2
1454186812595464,1,-1,0,-1,-2,-1,0,0
1454186812595464,-1,-1,-1,-1,-4,-6,-4,-4
1454186812616474,-1,-2,-1,0,2,1,-1,-2
1454186812616474,-1,-2,-2,1,2,4,5,2
