14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,-2,0,-3,-1,-1,0,0,1,-6
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,-2,-2,3,-5,-4,-1,-2,-1,-14
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,1,-2,-1,-1,0,-1,-1,-2,-7
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,-3,-5,-4,0,-1,-2,-15
14757395258967641292,-2,-1,1,0,0,0,0,-2,-4
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,-1,1,-1,-2,-3,-2,0,-8
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,-1,-2,-3,-1,0,-1,0,2,-6
14757395258967641292,0,-1,-2,-1,-1,-2,-2,-2,-11
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,1,0,-1,-2,-1,-1,-2,-1,-7
14757395258967641292,-2,0,0,-1,0,0,0,0,-3
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,-1,-2,-3,0,2,0,2,1,-1
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,-2,-2,2,-3,-2,-1,-2,-3,-13
14757395258967641292,1,1,1,2,-4,-1,-1,-2,-3
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,-1,-2,-5,0,0,-1,-1,0,-10
14757395258967641292,-1,-3,0,-1,-1,-1,0,0,-7
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,-1,0,-1,-2,-1,-1,-2,-2,-10
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,-1,2,1,2,0,0,0,0,4
14757395258967641292,-1,-1,-7,-10,-6,-3,-2,-1,-31
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,-1,2,-2,-1,3,2,-1,0,2
14757395258967641292,0,-2,-1,1,-1,-3,-1,-1,-8
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,-1,-2,-4,-5,1,-2,-1,-14
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,-3,-1,-2,3,2,-2,0,-1,-4
14757395258967641292,-1,-1,-2,-5,1,0,-1,0,-9
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,-1,0,0,-4,-3,-1,-1,1,-9
14757395258967641292,0,0,0,6,1,-1,-1,-1,4
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,-1,-2,-5,0,-1,0,0,-3,-12
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,-2,-2,-4,-3,-3,-1,-2,-17
14757395258967641292,-1,-2,3,2,0,0,1,-1,2
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,-1,-3,-3,-3,-3,-2,-3,0,-18
14757395258967641292,-1,-1,1,-1,3,-1,-2,-1,-3
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
14757395258967641292,0,0,0,0,0,0,0,0,0
