Starting time:1454185363898106
Ending time:1454185379334237
1454185363898106,1,-1,0,4,1,2,1,2
1454185363898106,1,1,0,-6,-1,-2,-1,-1
1454185363914096,-2,-2,-1,-2,-3,-1,-3,-3
1454185363914096,-2,1,-1,5,0,-1,-2,-2
1454185363916092,-1,-3,-3,-7,-2,0,-2,-3
1454185363916092,2,-1,-1,6,1,2,1,-1
1454185363928128,-1,-1,-2,-4,-1,-2,0,2
1454185363928128,-1,-2,-1,-2,-3,-1,-1,0
1454185363937120,-3,-4,-2,2,-2,-2,0,-3
1454185363937120,-1,0,0,-7,-3,0,-2,-2
1454185363951130,0,-2,-3,-3,-3,-1,-1,-2
1454185363951130,0,2,1,3,1,0,0,1
1454185363958136,2,1,-3,-1,0,0,1,1
1454185363958136,-3,-1,-2,-5,1,1,-1,-1
1454185363974149,-2,0,-1,4,0,-1,-2,-3
1454185363974149,-2,-2,1,0,-2,-1,-3,-3
1454185363976150,1,1,1,2,-1,-1,0,-1
1454185363976150,-1,-1,-4,-8,1,3,2,1
1454185363997161,-2,-1,-1,2,-1,0,-2,-2
1454185363997161,0,-1,-2,-4,-1,-2,-1,-1
1454185363998161,-2,-2,0,0,-3,-1,-1,0
1454185363998161,1,0,2,1,-2,-2,-1,0
1454185364011157,0,0,0,-1,0,1,1,0
1454185364011157,-2,-1,-1,3,1,0,-1,-2
1454185364018175,-1,-1,-2,-2,-2,-1,-2,-1
1454185364018175,0,-2,1,4,-1,-1,-3,0
1454185364034186,1,0,-2,-9,-2,0,-1,0
1454185364034186,-1,-2,0,0,-4,-1,0,-1
1454185364036187,-1,-1,0,7,0,2,-1,-1
1454185364036187,-2,-3,-4,-7,-3,-3,0,-1
1454185364064194,0,-3,-4,0,-1,-1,0,0
1454185364064194,-2,0,0,-3,-2,-3,0,1
1454185364066196,0,-2,-1,2,0,-3,-1,-1
1454185364066196,1,0,1,1,-2,0,0,0
1454185364072201,0,1,-1,0,1,-1,-1,2
1454185364072201,-1,-1,-4,-2,0,0,-1,0
1454185364073214,-2,-2,-1,1,-1,-2,-2,0
1454185364073214,-4,-1,1,5,-1,-1,-2,-3
1454185364094359,-1,-1,-1,-7,-1,-1,0,-2
1454185364094359,0,-3,-4,-7,-4,-2,-2,-2
1454185364096360,-1,-2,0,-4,-2,-4,-3,-1
1454185364096360,0,-1,-1,1,3,2,1,-1
1454185364117363,-2,0,2,3,-2,0,-2,-1
1454185364117363,-1,0,0,4,1,0,0,0
1454185364118364,-3,-1,-1,0,0,2,-1,-2
1454185364118364,-1,-1,1,-1,-3,-5,-1,0
1454185364131373,-1,-3,-4,0,-2,0,-3,-2
1454185364131373,1,2,0,-9,-2,-1,-2,-1
1454185364138378,-2,-1,-1,0,-1,-1,0,1
1454185364138378,-1,-1,-1,-1,-2,-3,-2,0
1454185364154389,-2,-1,-1,0,-1,0,-1,0
1454185364154389,-1,-2,-1,0,-1,1,0,0
1454185364156390,1,-1,-3,-6,-3,0,-1,-3
1454185364156390,-1,0,-2,-4,-1,-1,-2,0
1454185364177408,1,-2,-1,-3,-3,-5,-1,0
1454185364177408,0,-1,3,6,2,1,1,0
1454185364178406,0,0,3,4,-1,-1,0,1
1454185364178406,-1,-2,-5,-9,-2,-2,-2,-2
1454185364191415,-2,-2,-4,-1,-1,1,-2,0
1454185364191415,-2,-2,1,0,-3,-2,-1,-2
1454185364198420,1,-1,-2,-5,-1,-1,1,-3
1454185364198420,-2,-1,2,10,0,-2,0,0
1454185364214447,1,1,3,1,0,-1,-1,-1
1454185364214447,-1,-2,-6,-8,-2,1,0,0
1454185364216448,-4,-1,0,-4,-2,-2,-3,-2
1454185364216448,1,-1,-2,-2,-2,0,0,-2
1454185364237472,0,1,1,2,-1,-1,0,1
1454185364237472,2,1,0,0,-1,-4,-1,-1
1454185364238472,-1,0,-1,0,-2,-1,-1,-1
1454185364238472,-3,-3,-5,-8,-1,2,-1,0
1454185364251522,-2,-4,-2,1,1,-1,0,-1
1454185364251522,1,-2,0,5,-1,0,-1,-1
1454185364258529,0,-1,-1,3,-1,-1,0,0
1454185364258529,-1,0,0,2,-1,-1,-1,-2
1454185364274533,-2,-1,-2,-5,-3,1,1,-1
1454185364274533,-2,-2,-1,-1,2,-1,-1,-1
1454185364276476,-1,1,-3,-4,-1,-1,-1,-1
1454185364276476,0,0,0,-4,0,0,0,0
1454185364297522,-2,-2,-3,-8,-3,-3,-1,-2
1454185364297522,-1,-1,-1,6,-1,-1,-1,-2
1454185364298521,-1,-2,1,3,0,0,-1,0
1454185364298521,1,2,2,2,1,0,1,0
1454185364311562,0,0,-1,0,0,-2,-2,-1
1454185364311562,-2,-2,-4,-6,-2,-2,-1,0
1454185364318656,0,-2,-1,-3,-2,-1,-2,0
1454185364318656,-3,-3,-4,-5,-3,-3,-3,-2
1454185364334690,-1,-1,1,2,1,1,-1,0
1454185364334690,-1,0,0,4,0,0,0,-1
1454185364340698,0,0,-1,-4,-1,0,0,-1
1454185364340698,-2,-1,-1,0,-1,-2,-1,0
1454185364356708,-1,-2,-2,2,-2,-1,2,-3
1454185364356708,-1,1,-1,-9,-2,0,-1,1
1454185364358681,-1,-2,-2,6,-1,0,-1,-3
1454185364358681,-2,-1,1,3,-1,-4,-3,0
1454185364370690,-1,-3,-4,-3,-2,-1,0,-2
1454185364370690,-1,0,-7,-7,-3,-1,-1,-1
1454185364379698,0,-1,0,-6,-1,0,0,-2
1454185364379698,1,-1,0,4,0,0,-2,-1
1454185364394737,-2,1,1,0,-1,-1,-2,-1
1454185364394737,-1,0,3,-1,0,0,0,-3
