Starting time:1454184236400496
Ending time:1454184262690189
1454184236400496,-1,1,0,-3,-8,-5,-2,2
1454184236400496,-2,-1,-6,-6,-4,0,-4,-2
1454184236402483,0,-3,-6,1,9,5,2,-2
1454184236402483,0,-1,6,4,11,3,-3,0
1454184236423497,1,0,0,0,-2,-4,0,1
1454184236423497,-3,0,0,-5,-15,-4,-2,1
1454184236424498,-2,-4,-7,3,4,-1,-9,-7
1454184236424498,-1,2,7,1,-3,-2,0,-1
1454184236436506,1,0,6,-10,-6,2,-2,-1
1454184236436506,-1,-1,-14,7,10,2,3,4
1454184236445512,0,3,18,9,9,-1,3,0
1454184236445512,-1,-5,-5,-4,1,5,-4,-4
1454184236460522,1,-2,-22,-2,-7,-9,-2,0
1454184236460522,-1,-2,10,-9,-11,-5,1,0
1454184236462524,0,-1,-7,-6,-10,-2,0,0
1454184236462524,-2,0,9,2,2,-5,-6,-2
1454184236482537,1,-1,-1,-2,-6,-1,3,1
1454184236482537,-1,-3,-6,1,8,3,-3,-2
1454184236484539,0,-2,-4,0,0,5,-11,-3
1454184236484539,1,0,4,-1,-3,-1,15,5
1454184236496547,-3,-2,-5,-2,-4,-10,-6,-3
1454184236496547,-2,1,10,2,4,-4,-3,-2
1454184236505554,-1,-1,-4,-2,-10,-4,-4,-1
1454184236505554,-1,0,-8,-8,-5,-3,-3,-1
1454184236520571,0,-2,-3,8,16,15,1,-1
1454184236520571,-1,-1,7,10,10,5,-2,-1
1454184236522566,-2,0,-7,-6,-8,-1,6,0
1454184236522566,-1,2,6,-1,-4,-7,-4,-1
1454184236542580,-2,-2,-11,-4,-11,-11,0,0
1454184236542580,-1,-4,-7,-8,-6,-6,-8,-3
1454184236544588,0,-3,-5,5,5,1,7,2
1454184236544588,-1,-3,-6,-3,-4,1,-21,-4
1454184236556590,-2,2,5,-1,2,1,16,2
1454184236556590,-2,0,-5,-5,-6,-3,-2,-3
1454184236565596,-1,1,17,-2,-11,-10,0,-1
1454184236565596,-2,-6,-12,0,7,17,0,-1
1454184236580607,1,3,11,14,26,7,-4,-3
1454184236580607,-1,-1,-16,-5,-10,-4,-1,1
1454184236582608,-1,-3,-6,-6,-6,-6,0,-2
1454184236582608,-2,0,4,-6,-15,-6,0,0
1454184236602622,0,-1,-4,1,-9,-11,-7,-2
1454184236602622,0,-2,-3,1,9,14,0,-1
1454184236604624,0,0,15,5,2,10,8,3
1454184236604624,0,2,1,-1,8,-3,3,2
1454184236616632,-2,-3,-1,-6,-9,-2,-4,-1
1454184236616632,0,4,12,3,0,-13,-6,-2
1454184236625638,0,-6,-9,1,4,0,-6,-2
1454184236625638,-2,-2,-6,-1,-5,2,23,1
1454184236640649,-2,-2,11,-3,-11,-8,-4,-2
1454184236640649,-1,-1,1,-8,-8,-4,2,0
1454184236642661,0,-2,-11,6,14,13,3,1
1454184236642661,0,1,8,13,19,0,-1,0
1454184236662665,-3,-2,-4,-4,-7,-1,-6,-4
1454184236662665,0,-2,-1,-5,-15,-1,5,0
1454184236664666,0,0,-9,-11,-4,-4,-1,-1
1454184236664666,0,2,11,8,6,-5,-6,-4
1454184236676675,-1,-1,4,-2,-4,-2,1,1
1454184236676675,0,-1,0,0,-2,2,-2,-1
1454184236685681,-2,-1,-9,-7,-10,-7,0,-1
1454184236685681,0,-1,-1,3,11,4,-4,-2
1454184236700710,1,1,7,1,2,6,1,-1
1454184236700710,-2,-2,-18,-4,-2,-3,1,-2
1454184236701710,-3,0,-4,1,-1,-2,-3,-1
1454184236701710,-2,1,1,-6,-10,-6,-1,-1
1454184236722726,-1,-2,-1,-2,-1,5,-20,-4
1454184236722726,-1,-3,-5,4,3,-2,10,3
1454184236724710,-1,2,8,-4,-3,-3,-4,-2
1454184236724710,0,-4,-9,2,-2,5,-2,0
1454184236736717,1,-2,-1,-2,-2,-6,-2,-2
1454184236736717,0,0,2,-2,2,2,-2,-2
1454184236745734,0,-3,-10,-1,-3,-9,-1,-2
1454184236745734,-2,0,-3,-7,-15,-3,-2,1
1454184236760748,-1,0,-4,3,13,8,4,-1
1454184236760748,1,1,-1,7,12,-2,-2,0
1454184236761749,0,-1,-2,-3,-4,6,2,-1
1454184236761749,-1,0,3,-7,-7,-4,-3,-2
1454184236782749,-4,-2,2,2,-1,-9,0,1
1454184236782749,0,-1,5,-2,-6,3,4,0
1454184236784751,0,-1,-7,-1,7,-3,-8,-1
1454184236784751,0,-2,-6,-4,-8,2,-7,-2
1454184236796800,-2,1,0,-1,6,-1,1,0
1454184236796800,-3,-1,-3,-6,-5,-9,-4,-2
1454184236805777,-3,2,11,0,-10,4,2,0
1454184236805777,0,-2,-2,5,14,3,5,0
1454184236820792,-1,-1,3,7,11,5,1,-1
1454184236820792,-1,-1,6,0,-1,-2,-1,-1
1454184236821803,-2,-3,-2,-3,-7,-5,-17,-4
1454184236821803,-1,0,-5,-5,-8,0,7,4
1454184236842813,-1,-1,-5,-4,-4,-3,-2,-1
1454184236842813,-3,-3,0,-5,-5,-2,-2,-1
1454184236844814,-2,-1,-8,-4,-3,-4,-3,-2
1454184236844814,0,-2,-1,-3,-1,-3,-5,-3
1454184236856864,0,0,-3,1,1,14,4,0
1454184236856864,1,0,-3,8,15,-3,0,0
1454184236865870,-1,2,8,-2,-4,-7,3,-1
