Starting time:1454186395893600
Ending time:1454186412714490
1454186395893600,-1,-3,-3,0,-2,0,-4,-1
1454186395893600,0,-1,0,-2,-3,-1,2,2
1454186395894590,1,1,0,-2,1,3,3,1
1454186395894590,-1,-2,-2,-3,0,-2,-6,-3
1454186395923644,-2,-1,-1,-1,1,-2,1,-2
1454186395923644,-1,0,0,1,4,-1,1,1
1454186395924612,-2,-3,-3,-1,-6,-8,-2,-2
1454186395924612,-2,-2,-2,-3,-4,4,-3,-2
1454186395929629,1,-1,-2,1,4,5,1,-1
1454186395929629,-1,-1,0,3,5,9,4,0
1454186395938636,0,-1,1,1,11,-2,0,2
1454186395938636,-2,-2,-2,-1,-8,-9,0,-1
1454186395953659,-2,-2,-2,-5,-12,-11,-6,-3
1454186395953659,-3,-1,-3,-3,-6,-4,0,0
1454186395954642,0,-2,-2,-1,1,6,0,-2
1454186395954642,-1,1,1,-2,-5,0,1,0
1454186395975660,-1,1,-2,2,11,8,4,2
1454186395975660,0,-1,-1,0,0,-4,-6,-2
1454186395977662,-3,-1,-2,-2,-6,2,-3,0
1454186395977662,1,-1,-1,0,0,0,-1,1
1454186395989671,-1,-3,-1,-1,-11,-15,-5,-3
1454186395989671,-2,-2,-2,-1,2,11,2,0
1454186395998677,1,1,-2,2,3,4,2,-1
1454186395998677,-2,-3,-1,-3,-5,-8,-4,-4
1454186396013677,0,-1,-1,-2,-3,0,-1,0
1454186396013677,-1,-2,-2,-4,2,-4,-1,-1
1454186396014677,-1,-3,1,0,-7,-6,-5,-4
1454186396014677,-1,1,0,1,4,1,1,0
1454186396035690,-1,-1,-2,0,3,1,1,-1
1454186396035690,1,1,0,0,1,2,1,-1
1454186396037702,-1,-1,-3,-5,-5,0,0,-1
1454186396037702,-1,0,-1,-1,-1,-5,-1,0
1454186396057719,-2,-2,-1,1,0,1,1,-1
1454186396057719,-1,-3,-1,2,5,3,0,0
1454186396059708,-2,-1,0,0,-1,0,-4,-2
1454186396059708,-1,-2,-3,-4,-5,-5,-3,-2
1454186396072719,-2,-3,0,-3,-8,3,0,-1
1454186396072719,-2,1,0,0,2,-7,-2,-3
1454186396074720,-1,-1,-1,1,-1,-3,1,1
1454186396074720,1,3,-1,0,6,3,2,2
1454186396095746,-3,-4,-2,-4,-9,-6,-7,-1
1454186396095746,-2,-1,-2,-2,-4,-1,0,-2
1454186396097747,1,-1,1,-3,4,2,-1,2
1454186396097747,0,0,0,2,1,2,1,-2
1454186396117883,0,0,0,-1,1,-4,2,-2
1454186396117883,-3,-1,0,-4,-9,-3,-2,-3
1454186396119879,-1,-1,-3,0,4,1,1,-2
1454186396119879,-1,-3,-1,1,6,6,2,-1
1454186396132892,1,-1,-1,0,1,-1,-3,0
1454186396132892,-1,-2,-2,-3,-5,-6,-2,0
1454186396134890,-1,-1,-1,-4,-8,-5,-3,-2
1454186396134890,-3,-4,-1,0,-2,1,-3,-3
1454186396155905,0,-1,0,1,5,3,2,1
1454186396155905,3,0,-2,1,0,2,0,0
1454186396156906,-2,-1,-1,1,-5,-3,-2,-2
1454186396156906,-1,-4,-2,-3,-4,-9,-5,-2
1454186396177908,-2,1,-2,-3,-3,1,-2,-1
1454186396177908,-1,-1,1,-2,-1,-2,-2,-1
1454186396179909,-1,0,-2,3,2,2,0,-2
1454186396179909,-2,-1,0,0,2,-2,1,2
1454186396192919,0,-1,-2,0,2,2,1,-2
1454186396192919,1,-1,0,-1,2,4,0,-1
1454186396194933,-1,-2,-2,-5,-4,-2,-2,-2
1454186396194933,0,0,-3,0,-7,-4,-2,0
1454186396215991,0,0,0,0,1,1,-2,0
1454186396215991,-2,-3,-2,-1,-2,-4,-2,-3
1454186396216996,-1,-2,0,1,3,2,3,0
1454186396216996,-2,0,0,-1,-2,-1,0,-2
1454186396238006,0,-1,0,-3,-3,-1,-1,-2
1454186396238006,-1,-1,0,0,-2,-2,-4,0
1454186396239968,-1,0,-2,-4,-3,-1,-2,1
1454186396239968,2,1,0,-1,-1,2,2,-1
1454186396252961,-2,-2,-1,-2,-2,-3,-4,0
1454186396252961,-2,-4,-4,0,-2,-2,0,-1
1454186396258985,-1,0,-1,0,2,-2,0,1
1454186396258985,-3,-1,-2,-1,-3,-6,-5,-2
1454186396275999,-3,0,0,-3,-7,-3,-2,-1
1454186396275999,-1,-1,-1,0,1,9,4,0
1454186396276982,0,-1,2,-1,7,5,2,-1
1454186396276982,-1,-2,-1,1,-4,-10,-2,-2
1454186396298113,-2,0,-1,1,1,9,1,0
1454186396298113,0,-2,-3,-2,-5,-8,-4,-2
1454186396300084,-3,-1,-2,-2,-4,-3,0,-2
1454186396300084,0,0,1,-1,3,2,2,0
1454186396313070,0,0,0,-1,-3,-6,-3,-1
1454186396313070,-3,1,-1,-3,-3,-3,-4,-1
1454186396319127,2,-1,-1,-1,-1,3,-2,-1
1454186396319127,-2,-2,-2,-1,1,0,0,0
1454186396336112,-1,-2,-2,1,1,-2,-2,-2
1454186396336112,0,-2,0,-2,-1,0,1,1
1454186396337090,-2,-2,-1,-1,-5,-6,-3,-1
1454186396337090,-1,-1,-2,-3,-1,3,-1,0
1454186396358154,0,-2,0,-1,4,4,4,0
1454186396358154,-1,1,3,2,3,3,3,0
1454186396364158,1,-1,-2,-3,-7,-6,-6,-3
1454186396364158,-2,0,-1,-2,1,1,-1,-2
1454186396373116,-3,-2,1,0,4,1,3,0
1454186396373116,1,-1,-2,-1,-1,-3,-4,0
1454186396379169,0,0,-2,-1,-1,-1,-1,0
1454186396379169,-3,-2,-4,-2,-2,1,0,-1
1454186396396182,-3,-2,-3,-4,-5,-5,-5,-2
1454186396396182,-1,-2,-1,0,-1,1,0,-2
1454186396397130,-1,-3,0,1,6,3,1,0
1454186396397130,0,-1,-1,-1,-1,-2,-2,-2
1454186396418315,-2,-3,-2,-3,-3,-7,-2,-2
1454186396418315,0,0,1,0,1,0,-2,-1
1454186396420287,0,-2,-1,-1,1,5,3,-2
1454186396420287,-2,-1,-1,-3,-2,-4,-2,-2
1454186396432325,0,-1,-1,-2,-5,-4,-1,-3
1454186396432325,-2,-2,0,2,2,2,2,-1
1454186396439304,0,1,0,1,1,1,-2,1
1454186396439304,0,-2,1,-2,-3,-2,-2,-1
1454186396456313,0,0,-1,2,0,2,0,-1
1454186396456313,0,0,0,-2,-1,-3,0,1
1454186396457290,-3,0,-4,-3,-4,-2,-1,-1
1454186396457290,0,-1,-1,-1,-3,-1,-5,1
1454186396478359,-3,-1,-3,-2,-6,-6,-2,-4
