Starting time:1454186316219434
Ending time:1454186350217936
1454186316219434,-2,-1,-1,2,-2,0,1,1
1454186316219434,0,-1,-2,0,0,0,-2,-1
1454186316227440,-1,0,-13,-4,-3,-2,0,-1
1454186316227440,-1,-1,-1,0,-2,-2,1,-1
1454186316242451,0,-1,-5,0,1,0,-1,0
1454186316242451,1,3,13,2,1,0,1,-1
1454186316243451,-4,-3,-5,-1,-3,-2,-4,-3
1454186316243451,-1,1,1,-3,0,-2,-1,-2
1454186316265466,-2,-3,-2,-4,-6,-2,-3,-1
1454186316265466,1,2,9,2,0,1,1,1
1454186316266467,2,3,-6,5,3,0,2,1
1454186316266467,1,1,1,-4,0,1,-1,0
1454186316279476,-3,-16,-11,-3,-1,0,-1,-2
1454186316279476,0,-2,-7,-10,-3,2,0,-2
1454186316287482,-1,1,2,1,0,-1,1,0
1454186316287482,-1,-1,-4,-2,0,0,-1,0
1454186316302493,0,1,1,0,-1,-3,-3,-2
1454186316302493,-2,0,-3,2,-4,-3,-5,-1
1454186316303493,0,-4,-8,-4,-1,0,1,2
1454186316303493,0,0,7,-1,-5,-3,0,0
1454186316325508,0,-1,-1,-2,0,-2,-1,-3
1454186316325508,-2,1,-3,-1,0,-2,0,1
1454186316326510,-2,3,2,-3,-1,3,1,-1
1454186316326510,-1,-2,-1,3,-1,2,-1,-1
1454186316348533,0,3,-1,-1,-3,0,2,0
1454186316348533,-1,-3,-5,-1,-3,-2,-1,-2
1454186316348533,-3,-2,4,1,-4,-5,-2,-3
1454186316348533,-1,-1,-3,-2,2,2,2,0
1454186316362548,0,1,0,-1,1,2,3,0
1454186316362548,-1,1,-8,2,-2,-4,-1,-1
1454186316363549,-1,1,12,1,1,-2,-3,-1
1454186316363549,-2,-4,7,-1,-2,-1,-3,-2
1454186316385564,1,-2,-20,-4,-1,0,1,2
1454186316385564,0,-1,-2,2,0,-1,1,-1
1454186316386565,2,0,-4,1,-1,0,-1,-1
1454186316386565,-2,0,2,1,0,0,1,-1
1454186316408567,-3,0,7,-2,-2,0,-2,-1
1454186316408567,-2,0,1,1,0,0,-2,0
1454186316408567,-2,-3,-6,-4,-2,-3,-3,-2
1454186316408567,0,-2,-3,-2,-2,0,-1,-2
1454186316422577,0,1,3,0,-4,-4,-2,-3
1454186316422577,-2,3,0,-2,-2,-3,-4,0
1454186316423578,-3,-10,-3,-1,0,1,0,0
1454186316423578,-2,-2,-5,2,2,-1,1,0
1454186316445611,-2,1,2,-2,2,-1,0,1
1454186316445611,-1,-3,1,3,-1,-1,-1,-3
1454186316446608,-1,-2,1,-7,-1,-2,-2,-1
1454186316446608,-1,-2,-8,-5,-2,-1,-3,-1
1454186316467620,-1,-5,-1,-3,-1,3,0,0
1454186316467620,1,-2,2,3,4,3,1,1
1454186316468609,-1,2,4,1,-2,0,1,-1
1454186316468609,-3,1,8,0,-4,-5,-2,-4
1454186316482621,-2,1,-1,-1,-1,-4,-6,-5
1454186316482621,0,-3,-6,-3,-3,-2,0,-2
